Borough,Primary Property Type - Self Selected,Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),score,TaxBlock,TaxLotNum
2.0,1.0,1966.0,1.0,100.0,1.0,6.8,1.9,0.0,20.4,262.5,100963.1,32.4,54500.0,100.0,5933.0,55.0
2.0,1.0,1986.0,1.0,100.0,1.0,179.5,16.5,1.2,305.9,134668.3,1798509.2,1262.5,109200.0,1.0,5933.0,210.0
2.0,1.0,1966.0,2.0,100.0,1.0,126.1,11.8,0.9,216.9,183638.5,2539072.0,1749.4,214329.0,1.0,5933.0,225.0
2.0,1.0,1980.0,1.0,100.0,1.0,79.2,5.9,0.6,125.0,74586.1,738473.0,594.0,125976.0,60.0,5933.0,230.0
2.0,1.0,1941.0,1.0,100.0,1.0,74.0,2.8,0.0,95.2,5656.6,531286.1,1085.2,189592.0,79.0,5950.0,406.0
2.0,1.0,1948.0,1.0,95.0,1.0,80.5,1.6,0.0,92.7,2468.3,274951.0,925.4,175726.0,93.0,5950.0,430.0
2.0,1.0,1941.0,1.0,100.0,1.0,82.9,3.0,0.0,105.4,5785.1,413289.8,889.1,139416.0,66.0,5950.0,475.0
2.0,1.0,1960.0,1.0,100.0,1.0,104.4,3.6,0.2,132.3,90906.1,1517442.8,3013.2,425135.0,58.0,5953.0,38.0
2.0,1.0,1960.0,1.0,100.0,1.0,104.2,3.6,0.3,132.7,110211.4,1523008.1,2938.8,420189.0,57.0,5953.0,230.0
2.0,1.0,1954.0,1.0,100.0,1.0,87.8,3.3,0.5,112.9,44947.2,469797.6,882.4,149653.0,67.0,5953.0,545.0
2.0,1.0,1949.0,1.0,100.0,1.0,112.1,3.9,0.0,141.3,6913.7,1524180.4,3030.5,395521.0,59.0,5953.0,550.0
2.0,5.0,2003.0,1.0,100.0,1.0,46.5,13.6,0.5,146.2,44947.2,1398627.3,447.5,102523.0,24.0,5957.0,152.0
3.0,2.0,2015.0,1.0,50.0,1.0,9.6,2.8,0.0,29.7,374.0,495103.6,158.8,180000.0,100.0,1.0,50.0
3.0,2.0,1908.0,1.0,100.0,1.0,55.3,7.7,0.3,112.9,25938.3,686513.0,345.1,89250.0,90.0,27.0,40.0
3.0,1.0,1905.0,1.0,10.0,1.0,82.4,3.8,0.5,127.9,44947.2,514957.5,163.1,135658.0,100.0,31.0,1.0
3.0,1.0,2010.0,1.0,100.0,1.0,61.8,8.8,0.3,127.8,33153.0,919619.1,453.2,133627.0,42.0,31.0,7503.0
3.0,1.0,1916.0,1.0,100.0,1.0,36.5,8.3,0.1,97.6,6808.4,695906.0,243.1,83700.0,88.0,32.0,7501.0
3.0,1.0,1910.0,1.0,80.0,1.0,107.5,17.2,0.5,235.5,24859.3,876041.3,403.5,50932.0,1.0,36.0,16.0
3.0,1.0,2015.0,1.0,95.0,1.0,71.4,8.4,0.4,134.9,115245.9,2260721.1,1314.3,375327.0,79.0,36.0,7504.0
3.0,1.0,1900.0,1.0,100.0,1.0,52.9,7.2,0.3,106.6,55913.5,1407829.3,731.7,196512.0,31.0,41.0,17.0
3.0,1.0,1906.0,1.0,100.0,1.0,74.0,9.8,0.4,147.8,143262.4,3490139.6,1841.9,354761.0,13.0,45.0,7501.0
3.0,1.0,1914.0,1.0,90.0,1.0,51.2,7.6,0.3,107.7,31407.7,936011.0,454.8,123700.0,43.0,51.0,1.0
3.0,1.0,2006.0,1.0,100.0,1.0,108.9,10.6,0.7,189.7,47343.6,687001.7,455.9,65020.0,4.0,51.0,7501.0
3.0,1.0,2006.0,1.0,100.0,1.0,70.5,6.2,0.5,118.3,53842.6,677355.4,483.1,109121.0,59.0,52.0,7501.0
3.0,1.0,2006.0,1.0,100.0,1.0,77.7,11.1,0.4,160.7,142907.2,3990158.1,1991.4,359370.0,18.0,53.0,7501.0
3.0,1.0,1919.0,1.0,100.0,1.0,72.2,5.9,0.5,117.9,59580.8,673311.8,506.3,114270.0,61.0,56.0,3.0
3.0,2.0,1967.0,1.0,40.0,1.0,21.2,6.2,0.5,66.7,44947.2,1583999.7,501.5,254356.0,99.0,63.0,1.0
3.0,2.0,1909.0,1.0,90.0,1.0,61.9,5.3,0.4,102.7,41529.7,499111.9,378.6,94537.0,97.0,64.0,25.0
3.0,7.0,1910.0,1.0,100.0,1.0,82.4,5.1,0.5,127.9,44947.2,509022.1,233.3,75000.0,61.0,66.0,18.0
3.0,1.0,1902.0,1.0,100.0,1.0,71.9,4.7,0.6,108.8,68110.7,567494.1,517.6,121580.0,69.0,68.0,107.0
3.0,2.0,1926.0,1.0,100.0,1.0,62.3,9.1,0.3,130.0,57184.9,1660159.8,832.2,183297.0,91.0,76.0,1.0
3.0,2.0,1962.0,1.0,40.0,1.0,35.8,6.6,0.1,84.3,29527.3,1467494.4,635.2,224016.0,98.0,77.0,1.0
3.0,1.0,1992.0,1.0,100.0,1.0,85.0,5.7,0.7,129.6,254866.0,2193599.6,2048.3,387919.0,74.0,87.0,9.0
3.0,1.0,2010.0,1.0,100.0,1.0,100.1,9.0,0.7,169.3,78208.6,1015558.2,716.8,112801.0,25.0,122.0,5.0
3.0,7.0,2006.0,1.0,100.0,1.0,32.2,3.2,0.2,56.9,20712.0,317044.3,198.2,97929.0,64.0,122.0,10.0
3.0,1.0,1926.0,1.0,100.0,1.0,46.9,5.6,0.3,89.4,17124.0,348229.1,202.9,61875.0,86.0,133.0,17.0
3.0,1.0,2005.0,1.0,100.0,1.0,67.9,10.6,0.3,146.9,97493.4,3262378.3,1518.2,307693.0,37.0,133.0,7501.0
3.0,0.0,2005.0,1.0,100.0,1.0,44.6,4.4,0.2,77.9,272757.9,4817796.1,3121.9,1100000.0,100.0,140.0,7502.0
3.0,6.0,2010.0,1.0,100.0,1.0,101.5,17.3,0.4,230.2,40054.9,1636048.6,725.2,94420.0,3.0,145.0,26.0
3.0,6.0,2010.0,1.0,100.0,1.0,55.7,11.2,0.2,138.3,18215.9,1166213.2,467.6,104172.0,79.0,146.0,14.0
3.0,2.0,1991.0,1.0,100.0,1.0,93.9,17.7,0.3,225.1,291198.8,16532238.3,6871.4,913378.0,64.0,147.0,4.0
3.0,1.0,2009.0,1.0,100.0,1.0,84.8,7.5,0.6,142.4,277569.2,3504608.4,2485.7,468351.0,48.0,148.0,1.0
3.0,1.0,2014.0,1.0,100.0,1.0,65.4,9.2,0.3,134.2,171119.3,4613087.5,2318.2,502113.0,55.0,152.0,7501.0
3.0,2.0,1959.0,1.0,100.0,1.0,39.1,11.5,0.5,122.9,44947.2,2214756.8,713.8,193125.0,93.0,154.0,28.0
3.0,4.0,1865.0,1.0,100.0,1.0,42.2,3.0,0.3,65.6,425169.0,3949684.9,3508.9,1325800.0,97.0,156.0,7502.0
3.0,1.0,1920.0,1.0,100.0,1.0,5.0,1.5,0.5,15.6,44947.2,393267.5,116.7,269845.0,100.0,159.0,7501.0
3.0,2.0,1900.0,1.0,100.0,1.0,57.3,13.7,0.1,158.0,26452.9,3459264.0,1234.7,252086.0,85.0,164.0,7501.0
3.0,1.0,2003.0,1.0,100.0,1.0,92.2,8.1,0.6,154.4,50267.2,627716.8,451.1,77735.0,48.0,169.0,7501.0
3.0,1.0,2007.0,1.0,100.0,1.0,98.2,13.0,0.5,195.8,53065.9,1281855.3,675.3,98607.0,36.0,170.0,15.0
3.0,1.0,2005.0,1.0,100.0,1.0,100.9,12.0,0.6,191.6,109647.2,2198009.2,1249.1,183040.0,38.0,171.0,1.0
3.0,1.0,1927.0,1.0,100.0,1.0,88.9,7.2,0.6,144.6,95659.9,1066399.1,806.7,148500.0,25.0,179.0,7503.0
3.0,1.0,2006.0,1.0,100.0,1.0,73.5,10.0,0.4,148.3,46460.3,1177056.7,598.7,117918.0,29.0,180.0,7502.0
3.0,1.0,1932.0,1.0,100.0,1.0,102.6,10.4,0.7,181.9,54343.1,842399.9,535.4,80976.0,81.0,185.0,19.0
3.0,3.0,1993.0,1.0,100.0,1.0,111.8,18.0,0.5,245.9,67839.2,2434219.7,1109.3,135000.0,57.0,189.0,1.0
3.0,1.0,1910.0,1.0,100.0,1.0,112.9,9.1,0.8,183.6,44175.1,493481.4,386.3,54050.0,23.0,207.0,7502.0
3.0,1.0,1967.0,1.0,100.0,1.0,80.2,3.7,0.7,110.8,248574.4,1375532.7,1668.8,368569.0,66.0,212.0,1.0
3.0,1.0,1987.0,1.0,100.0,1.0,59.3,4.3,0.4,93.2,39924.7,390963.7,322.7,89889.0,87.0,219.0,1.0
3.0,1.0,1960.0,1.0,100.0,1.0,57.3,3.8,0.4,86.9,68852.5,581699.9,523.5,154928.0,79.0,224.0,5.0
3.0,1.0,1939.0,1.0,100.0,1.0,92.3,4.3,0.7,127.6,38995.6,224248.1,271.3,52012.0,55.0,226.0,1.0
3.0,1.0,1929.0,1.0,100.0,1.0,72.1,6.0,0.5,118.7,234782.6,2747604.6,2025.3,455765.0,32.0,231.0,19.0
3.0,1.0,1899.0,1.0,100.0,1.0,69.6,4.5,0.5,105.1,69750.7,578558.9,522.6,128664.0,88.0,231.0,30.0
3.0,1.0,1924.0,1.0,100.0,1.0,70.0,3.8,0.6,100.2,41759.7,273959.5,288.2,73040.0,55.0,236.0,1.0
3.0,1.0,1987.0,1.0,100.0,1.0,75.4,4.0,0.6,107.5,35669.2,241781.0,263.1,60701.0,67.0,236.0,11.0
3.0,1.0,1928.0,1.0,95.0,1.0,94.9,5.0,0.8,135.2,61943.0,395589.0,457.5,79460.0,29.0,236.0,103.0
3.0,1.0,1988.0,1.0,100.0,1.0,81.1,5.2,0.6,122.0,99566.8,812639.4,754.1,157042.0,68.0,236.0,7502.0
3.0,1.0,1923.0,1.0,100.0,1.0,117.7,10.0,0.8,195.0,57424.1,687915.7,494.3,68727.0,5.0,236.0,7503.0
3.0,5.0,1906.0,1.0,100.0,1.0,60.5,7.7,0.3,118.4,37138.7,831826.6,440.0,108243.0,80.0,238.0,1.0
3.0,1.0,1964.0,1.0,100.0,1.0,88.2,6.4,0.7,138.4,81001.5,782585.4,704.0,122057.0,41.0,238.0,65.0
3.0,1.0,1949.0,1.0,100.0,1.0,99.7,3.5,0.9,129.7,95370.5,381505.2,588.0,108711.0,65.0,241.0,12.0
3.0,2.0,1962.0,1.0,100.0,1.0,97.9,18.6,0.3,235.7,30529.9,1657987.1,668.8,88948.0,25.0,244.0,1.0
3.0,2.0,1953.0,1.0,65.0,1.0,82.4,0.7,0.5,127.9,44947.2,162805.1,1945.4,249000.0,87.0,244.0,7501.0
3.0,1.0,1912.0,1.0,100.0,1.0,51.8,5.6,0.3,94.1,62244.8,1058213.2,665.7,190000.0,61.0,248.0,15.0
3.0,2.0,1930.0,1.0,100.0,1.0,91.5,11.2,0.5,176.0,156004.7,3286167.6,1772.4,293137.0,89.0,250.0,1.0
3.0,1.0,2013.0,1.0,100.0,1.0,28.4,8.3,0.5,89.2,44947.2,573682.9,181.6,68925.0,91.0,250.0,28.0
3.0,1.0,2000.0,1.0,100.0,1.0,86.2,9.0,0.6,154.7,116335.3,1887433.9,1182.9,209724.0,29.0,250.0,30.0
3.0,2.0,1928.0,1.0,100.0,1.0,82.4,15.4,0.5,127.9,44947.2,5459439.2,2595.1,354247.0,76.0,250.0,44.0
3.0,1.0,2010.0,1.0,100.0,1.0,46.1,8.8,0.2,111.4,16027.7,889430.8,364.8,100660.0,80.0,250.0,7501.0
3.0,1.0,1923.0,1.0,100.0,1.0,75.9,4.4,0.6,110.9,81932.2,630265.8,650.1,143418.0,68.0,252.0,8.0
3.0,1.0,1928.0,1.0,100.0,1.0,82.4,3.7,0.6,127.9,40293.2,267295.7,298.0,72050.0,93.0,253.0,57.0
3.0,1.0,1957.0,1.0,100.0,1.0,68.8,3.8,0.6,99.4,34437.4,235270.6,244.9,61743.0,79.0,254.0,19.0
3.0,1.0,1950.0,1.0,100.0,1.0,79.8,7.0,0.6,133.6,36896.7,461411.2,327.2,66000.0,63.0,254.0,62.0
3.0,2.0,1920.0,1.0,100.0,1.0,114.2,15.6,0.5,229.0,44947.2,2336508.7,1338.2,149445.0,57.0,255.0,1.0
3.0,2.0,1926.0,1.0,100.0,1.0,66.9,9.4,0.3,137.4,26707.7,724824.8,378.0,76916.0,75.0,255.0,8.0
3.0,2.0,1917.0,1.0,100.0,1.0,82.0,8.0,0.5,143.5,60050.8,885052.1,573.5,110000.0,87.0,255.0,44.0
3.0,1.0,1927.0,1.0,100.0,1.0,102.8,7.6,0.7,161.8,48590.5,519169.4,432.6,68515.0,10.0,264.0,15.0
3.0,1.0,1927.0,1.0,100.0,1.0,83.5,6.3,0.6,132.4,104445.5,1133704.2,914.6,179985.0,27.0,265.0,1.0
3.0,1.0,1917.0,1.0,100.0,1.0,85.7,3.1,0.8,112.1,47507.5,195936.6,294.2,63224.0,68.0,265.0,6.0
3.0,2.0,1922.0,1.0,100.0,1.0,73.0,11.7,0.5,158.6,44947.2,1064709.9,511.2,91212.0,79.0,265.0,40.0
3.0,1.0,1964.0,1.0,100.0,1.0,42.4,7.2,0.2,95.7,41014.0,1644170.9,738.2,229084.0,89.0,266.0,12.0
3.0,1.0,1926.0,1.0,90.0,1.0,96.6,12.5,0.5,190.5,150600.7,3480257.2,1878.4,278782.0,4.0,269.0,7501.0
3.0,1.0,2003.0,1.0,100.0,1.0,78.9,9.4,0.5,149.8,119514.2,2392174.4,1357.4,254889.0,56.0,271.0,1.0
3.0,1.0,1981.0,1.0,100.0,1.0,73.5,5.2,0.5,114.2,63897.7,626485.3,539.6,120400.0,56.0,271.0,47.0
3.0,1.0,2006.0,1.0,100.0,1.0,62.4,5.9,0.4,107.9,31017.7,436604.5,287.7,73566.0,66.0,271.0,7501.0
3.0,1.0,2004.0,1.0,100.0,1.0,109.6,16.6,0.5,233.8,47683.2,1504745.9,714.3,90376.0,1.0,300.0,7501.0
3.0,1.0,1952.0,1.0,100.0,1.0,50.9,2.1,0.4,68.6,77210.4,377117.0,477.3,176955.0,100.0,302.0,9.0
3.0,1.0,2009.0,1.0,100.0,1.0,158.6,15.0,1.1,273.2,56548.9,786312.2,532.2,52572.0,3.0,304.0,7501.0
3.0,1.0,1996.0,1.0,100.0,1.0,86.4,2.8,0.6,110.1,94605.1,410534.2,735.9,147352.0,84.0,305.0,7501.0
3.0,1.0,1921.0,1.0,100.0,1.0,89.2,10.3,0.5,167.0,48786.7,926274.0,540.2,90120.0,6.0,320.0,7501.0
3.0,1.0,1890.0,1.0,100.0,1.0,85.8,6.6,0.6,137.5,52734.0,553559.0,439.0,83427.0,49.0,320.0,7502.0
3.0,1.0,2008.0,1.0,100.0,1.0,82.4,13.0,0.5,127.9,44947.2,1154115.6,556.6,89000.0,26.0,339.0,7503.0
3.0,1.0,2008.0,1.0,100.0,1.0,56.7,4.4,0.4,90.9,24357.2,256434.1,201.6,58350.0,86.0,403.0,7508.0
3.0,1.0,1938.0,1.0,100.0,1.0,57.6,5.8,0.4,102.0,25635.4,396052.5,255.9,68000.0,68.0,444.0,7501.0
3.0,1.0,1988.0,1.0,100.0,1.0,84.1,5.2,0.7,125.6,48034.6,379850.8,363.3,72552.0,73.0,451.0,25.0
3.0,7.0,2009.0,1.0,100.0,1.0,6.3,0.6,0.0,11.2,2937.5,46120.0,38.5,71965.0,100.0,453.0,54.0
3.0,1.0,2011.0,1.0,100.0,1.0,39.1,8.1,0.1,99.0,7464.0,529090.9,203.3,65203.0,78.0,459.0,24.0
3.0,2.0,1968.0,1.0,100.0,1.0,30.4,8.9,0.5,95.6,44947.2,651333.6,206.2,73000.0,96.0,465.0,12.0
3.0,1.0,1918.0,1.0,100.0,1.0,99.1,6.2,0.8,148.2,116091.7,920552.0,868.8,148800.0,42.0,476.0,7501.0
3.0,7.0,1955.0,1.0,100.0,1.0,19.7,2.9,0.1,41.3,5501.4,161865.8,80.5,56010.0,93.0,492.0,1.0
3.0,2.0,1917.0,1.0,100.0,1.0,5.4,0.1,0.0,6.7,7353.5,22134.1,42.1,150000.0,100.0,522.0,22.0
3.0,1.0,1920.0,1.0,95.0,1.0,54.9,5.3,0.4,95.7,41654.8,606919.4,397.9,113628.0,60.0,523.0,18.0
3.0,7.0,1850.0,1.0,100.0,1.0,29.9,2.6,0.2,49.8,23379.0,287362.5,195.3,111111.0,59.0,595.0,300.0
3.0,7.0,1981.0,1.0,100.0,1.0,37.2,6.1,0.2,82.9,8945.9,339320.9,155.0,55186.0,41.0,601.0,1.0
3.0,5.0,2014.0,1.0,100.0,1.0,61.5,5.9,0.4,106.6,51107.3,726049.9,477.7,123290.0,73.0,601.0,17.0
3.0,1.0,1850.0,1.0,100.0,1.0,146.8,43.0,0.5,461.1,44947.2,3894785.7,1233.2,90500.0,1.0,611.0,6.0
3.0,1.0,1850.0,1.0,100.0,1.0,108.4,31.8,0.5,340.4,44947.2,2875549.8,910.5,90500.0,15.0,611.0,11.0
3.0,7.0,1976.0,1.0,100.0,1.0,118.2,25.1,0.3,303.0,44111.0,3385365.2,1297.7,135000.0,27.0,625.0,80.0
3.0,2.0,1900.0,1.0,100.0,1.0,72.1,7.5,0.5,129.3,131573.5,2133871.2,1298.3,283605.0,88.0,695.0,1.0
3.0,1.0,1930.0,1.0,40.0,1.0,13.2,0.1,0.1,14.9,25388.7,28935.6,117.1,200000.0,100.0,707.0,1.0
3.0,7.0,1910.0,1.0,100.0,1.0,29.6,3.0,0.2,53.0,14758.1,264894.4,167.5,87485.0,91.0,717.0,1.0
3.0,2.0,1917.0,1.0,70.0,1.0,29.2,0.3,0.3,32.6,163774.9,165907.6,846.7,581250.0,100.0,726.0,1.0
3.0,1.0,1927.0,1.0,100.0,1.0,82.4,10.8,0.5,127.9,44947.2,990938.2,313.8,91997.0,65.0,760.0,36.0
3.0,7.0,1920.0,1.0,100.0,1.0,50.8,6.1,0.3,97.1,50237.0,1034459.5,573.3,168447.0,62.0,796.0,24.0
3.0,7.0,1969.0,1.0,100.0,1.0,16.4,0.8,0.1,22.7,7724.4,42828.0,50.2,56000.0,96.0,812.0,1.0
3.0,3.0,1993.0,1.0,100.0,1.0,142.1,20.6,0.7,295.9,68958.0,1975835.8,991.9,96000.0,21.0,820.0,36.0
3.0,2.0,2009.0,1.0,100.0,1.0,157.3,25.3,0.7,345.6,17805.4,634471.5,287.9,25082.0,33.0,836.0,30.0
3.0,7.0,1892.0,1.0,100.0,1.0,22.0,4.4,0.1,54.6,25095.5,1591413.9,619.4,360400.0,89.0,853.0,1.0
3.0,5.0,1962.0,1.0,100.0,1.0,60.9,5.3,0.4,101.3,60303.5,835279.9,605.4,158421.0,77.0,889.0,1.0
3.0,1.0,1904.0,1.0,100.0,1.0,83.3,8.2,0.6,145.9,29982.3,444249.3,282.8,54192.0,24.0,891.0,7501.0
3.0,1.0,1924.0,1.0,100.0,1.0,75.9,2.7,0.7,99.0,34135.6,138468.5,213.0,51200.0,95.0,918.0,52.0
3.0,1.0,1970.0,1.0,100.0,1.0,66.0,5.7,0.5,110.0,33369.3,408640.4,296.5,71669.0,79.0,923.0,37.0
3.0,1.0,1925.0,1.0,100.0,1.0,41.8,8.1,0.1,101.7,10988.3,630667.5,248.5,77770.0,83.0,939.0,7502.0
3.0,1.0,2008.0,1.0,100.0,1.0,110.5,12.1,0.7,202.2,40620.1,709428.2,427.1,58676.0,6.0,974.0,7504.0
3.0,1.0,1930.0,1.0,100.0,1.0,5.9,0.2,0.1,7.6,6134.0,24012.0,40.2,118367.0,100.0,990.0,50.0
3.0,7.0,1954.0,1.0,100.0,1.0,33.3,2.6,0.2,53.2,93228.0,973115.9,749.6,380000.0,83.0,990.0,69.0
3.0,2.0,1910.0,1.0,100.0,1.0,40.9,7.5,0.2,96.4,11252.8,547548.0,235.2,73132.0,96.0,996.0,21.0
3.0,1.0,1920.0,1.0,100.0,1.0,149.2,15.5,1.0,267.4,129203.0,2086411.0,1307.7,134340.0,22.0,1005.0,7502.0
3.0,1.0,1940.0,1.0,100.0,1.0,118.6,5.1,1.0,160.9,167380.3,842448.8,1085.2,165367.0,35.0,1010.0,26.0
3.0,1.0,2010.0,1.0,100.0,1.0,59.7,10.8,0.2,139.5,36273.7,1701857.0,724.1,158063.0,45.0,1027.0,7501.0
3.0,1.0,1920.0,1.0,100.0,1.0,53.1,2.7,0.4,75.0,32241.5,198790.3,222.3,73544.0,99.0,1059.0,55.0
3.0,1.0,1926.0,1.0,100.0,1.0,78.1,3.8,0.7,108.8,37632.6,217001.8,255.1,57700.0,71.0,1059.0,61.0
3.0,1.0,1928.0,1.0,95.0,1.0,82.4,4.2,0.5,127.9,38092.7,309317.0,287.8,73401.0,87.0,1065.0,37.0
3.0,1.0,1936.0,1.0,100.0,1.0,82.4,3.2,0.5,127.9,33274.3,233043.0,260.3,72160.0,90.0,1067.0,45.0
3.0,1.0,1929.0,1.0,100.0,1.0,61.7,3.1,0.5,86.6,61574.0,366310.5,417.7,120000.0,100.0,1068.0,37.0
3.0,1.0,1935.0,1.0,100.0,1.0,82.4,4.5,0.7,127.9,71861.0,443178.8,502.6,97768.0,46.0,1071.0,4.0
3.0,1.0,1954.0,1.0,100.0,1.0,89.1,4.2,0.7,123.3,41885.6,234208.2,282.2,56000.0,50.0,1071.0,14.0
3.0,1.0,1929.0,1.0,100.0,1.0,109.1,2.7,1.0,133.7,214587.5,576217.4,1214.5,214700.0,9.0,1073.0,41.0
3.0,1.0,1942.0,1.0,100.0,1.0,69.9,3.6,0.6,98.9,39289.9,243783.4,273.7,68134.0,80.0,1075.0,35.0
3.0,1.0,1970.0,1.0,100.0,1.0,27.0,7.9,0.5,84.8,44947.2,952585.6,290.7,120318.0,72.0,1098.0,1.0
3.0,1.0,1999.0,1.0,100.0,1.0,76.9,6.2,0.6,124.7,28499.7,314723.3,240.4,51023.0,97.0,1098.0,7509.0
3.0,1.0,1920.0,1.0,100.0,1.0,76.6,7.1,0.5,131.1,32145.6,437791.9,297.5,61500.0,41.0,1098.0,7510.0
3.0,1.0,2009.0,1.0,100.0,1.0,30.8,9.0,0.5,96.7,44947.2,381841.7,116.6,42292.0,88.0,1104.0,32.0
3.0,1.0,1980.0,1.0,100.0,1.0,97.3,5.1,0.8,138.4,117621.8,747707.9,819.7,147170.0,60.0,1109.0,1.0
3.0,1.0,2002.0,1.0,100.0,1.0,73.8,5.8,0.5,118.8,146037.1,1568388.1,1212.9,270410.0,52.0,1128.0,7501.0
3.0,7.0,1925.0,1.0,100.0,1.0,0.6,0.2,0.5,2.0,44947.2,22309.7,7.1,120000.0,100.0,1136.0,84.0
3.0,1.0,2005.0,1.0,100.0,1.0,61.9,7.7,0.4,120.3,51327.7,1119094.6,610.2,144493.0,65.0,1149.0,18.0
3.0,1.0,1924.0,1.0,100.0,1.0,98.7,5.3,0.5,140.1,28892.0,301670.4,363.7,57031.0,60.0,1155.0,88.0
3.0,1.0,1930.0,1.0,100.0,1.0,85.2,6.5,0.6,135.7,108944.9,1120253.4,880.5,172800.0,53.0,1156.0,80.0
3.0,1.0,1970.0,1.0,100.0,1.0,58.5,3.1,0.5,83.3,33620.0,214502.3,235.2,70000.0,90.0,1158.0,61.0
3.0,1.0,1925.0,1.0,100.0,1.0,78.5,3.6,0.7,107.9,60649.2,328043.9,398.9,91574.0,86.0,1170.0,1.0
3.0,1.0,1926.0,1.0,100.0,1.0,97.8,3.6,0.8,128.3,61149.0,272511.6,408.2,75525.0,80.0,1170.0,5.0
3.0,1.0,1956.0,1.0,100.0,1.0,79.6,4.2,0.7,113.3,81645.8,521681.8,569.4,125000.0,61.0,1170.0,9.0
3.0,1.0,1921.0,1.0,100.0,1.0,73.4,5.3,0.6,114.8,34993.0,335430.8,281.6,63300.0,73.0,1171.0,2.0
3.0,1.0,1923.0,1.0,100.0,1.0,82.3,4.2,0.7,116.8,58379.0,365542.3,398.5,86040.0,82.0,1171.0,7.0
3.0,1.0,1925.0,1.0,100.0,1.0,89.5,6.4,0.7,139.9,37109.4,353528.0,293.6,54928.0,42.0,1171.0,7501.0
3.0,1.0,2006.0,1.0,100.0,1.0,85.1,4.4,0.7,120.6,119873.1,749406.2,874.0,171003.0,41.0,1172.0,7502.0
3.0,1.0,1912.0,1.0,100.0,1.0,83.2,3.6,0.7,112.7,48095.9,240399.9,308.3,67680.0,81.0,1173.0,1.0
3.0,1.0,2004.0,1.0,100.0,1.0,95.3,6.1,0.7,143.8,41065.3,339656.8,309.3,55274.0,41.0,1175.0,93.0
3.0,1.0,1931.0,1.0,100.0,1.0,66.4,3.5,0.5,94.8,60866.8,394523.5,420.4,111990.0,92.0,1177.0,17.0
3.0,1.0,1927.0,1.0,100.0,1.0,11.0,2.6,0.0,30.2,1257.0,156105.0,56.1,59836.0,100.0,1179.0,37.0
3.0,1.0,1926.0,1.0,100.0,1.0,98.9,5.7,0.8,144.5,180743.9,1318058.5,1318.0,231000.0,49.0,1179.0,47.0
3.0,1.0,1924.0,1.0,100.0,1.0,113.3,3.2,1.0,141.5,141846.0,436719.7,831.0,138370.0,52.0,1180.0,1.0
3.0,1.0,1920.0,1.0,100.0,1.0,105.8,3.4,0.9,135.4,70622.6,255604.9,421.9,74990.0,64.0,1181.0,18.0
3.0,1.0,1923.0,1.0,100.0,1.0,70.1,3.5,0.6,98.3,81598.5,483043.8,555.1,139838.0,81.0,1181.0,7501.0
3.0,1.0,2006.0,1.0,100.0,1.0,88.0,4.0,0.7,121.0,67827.3,393703.7,486.8,97485.0,47.0,1181.0,7502.0
3.0,5.0,1925.0,1.0,100.0,1.0,68.1,2.9,0.6,92.0,73512.3,362090.6,462.7,126107.0,70.0,1185.0,1.0
3.0,1.0,1900.0,1.0,100.0,1.0,80.6,3.2,0.7,107.7,53331.7,247919.4,340.1,76670.0,90.0,1185.0,21.0
3.0,1.0,1963.0,1.0,100.0,1.0,115.3,10.3,0.8,194.8,47823.1,618490.8,429.3,59795.0,7.0,1185.0,39.0
3.0,1.0,1938.0,1.0,100.0,1.0,21.4,6.3,0.5,67.3,44947.2,451207.0,145.1,71820.0,99.0,1188.0,40.0
3.0,1.0,1926.0,1.0,100.0,1.0,73.2,3.4,0.6,101.1,67810.9,373837.2,457.4,110000.0,88.0,1189.0,1.0
3.0,1.0,1925.0,1.0,100.0,1.0,72.2,0.9,0.7,81.9,55907.5,69164.4,295.1,80700.0,99.0,1189.0,7.0
3.0,1.0,1928.0,1.0,100.0,1.0,92.2,4.0,0.7,125.0,40079.8,212263.5,283.2,53550.0,66.0,1189.0,17.0
3.0,1.0,1928.0,1.0,100.0,1.0,96.2,4.0,0.8,129.6,41551.0,215643.2,296.2,53550.0,59.0,1189.0,20.0
3.0,1.0,1940.0,1.0,100.0,1.0,110.5,6.6,0.9,162.9,282025.2,2100133.6,2062.3,320000.0,30.0,1189.0,60.0
3.0,1.0,1926.0,1.0,100.0,1.0,40.3,11.8,0.5,126.4,44947.2,613724.6,179.1,52000.0,74.0,1189.0,64.0
3.0,1.0,1928.0,1.0,100.0,1.0,83.3,3.8,0.7,114.7,56557.8,307258.8,369.8,80500.0,65.0,1190.0,1.0
3.0,1.0,1925.0,1.0,100.0,1.0,82.4,6.7,0.5,127.9,30706.8,437959.4,282.7,65000.0,52.0,1192.0,18.0
3.0,1.0,1932.0,1.0,100.0,1.0,103.5,3.5,0.9,133.4,89687.2,339514.1,549.4,97850.0,50.0,1192.0,77.0
3.0,1.0,1930.0,1.0,100.0,1.0,94.7,3.5,0.8,124.4,99936.4,422995.6,620.1,120768.0,55.0,1192.0,85.0
